Date ;Ambient temperature (C);Global plane of array irradiance (W/m^2);m-Si module temperature (C);DC power of m-Si (W)
15/11/2016 14:40;22.09;737.93;31.71;1445
15/11/2016 14:45;22.15;721.87;31.45;1418
15/11/2016 14:50;21.87;707.19;31.44;1385
15/11/2016 14:55;21.47;689.42;31.18;1364
15/11/2016 15:00;21.49;675.15;30.34;1333
15/11/2016 15:05;21.35;656.37;29.85;1286
15/11/2016 15:10;21.51;635.61;29.42;1256
15/11/2016 15:15;21.39;621.47;29.39;1225
15/11/2016 15:20;21.28;605.08;28.99;1198
15/11/2016 15:25;21.33;586.84;28.44;1165
15/11/2016 15:30;21.41;566.14;28.22;1127
15/11/2016 15:35;21.40;546.03;28.06;1084
15/11/2016 15:40;21.20;524.60;27.54;1045
15/11/2016 15:45;21.40;503.75;26.90;999
15/11/2016 15:50;21.14;484.55;27.02;961
15/11/2016 15:55;20.97;459.09;26.78;899
15/11/2016 16:00;20.88;438.27;26.02;868
15/11/2016 16:05;20.90;414.75;25.66;815
15/11/2016 16:10;20.97;392.39;25.54;777
15/11/2016 16:15;21.14;368.96;25.14;729
15/11/2016 16:20;21.16;348.20;24.77;685
15/11/2016 16:25;20.96;321.00;25.00;629
15/11/2016 16:30;20.94;295.32;24.26;576
15/11/2016 16:35;20.68;272.90;24.12;529
15/11/2016 16:40;20.45;246.70;23.51;478
15/11/2016 16:45;20.31;220.73;22.88;429
15/11/2016 16:50;20.22;195.28;22.54;309
15/11/2016 16:55;20.06;171.83;21.74;330
15/11/2016 17:00;20.10;148.72;21.67;274
15/11/2016 17:05;19.93;125.25;21.28;225
15/11/2016 17:10;19.74;103.15;20.89;190
15/11/2016 17:15;19.51;80.50;20.32;145
15/11/2016 17:20;19.46;59.08;19.91;96
15/11/2016 17:25;19.36;36.55;20.04;46
15/11/2016 17:30;19.23;22.66;19.58;13
16/11/2016 9:35;16.69;665.36;27.34;1355
16/11/2016 9:40;16.74;680.01;27.44;1385
16/11/2016 9:45;17.40;696.18;27.92;1402
16/11/2016 9:50;17.47;712.10;28.51;1445
16/11/2016 9:55;17.83;725.65;28.69;1465
16/11/2016 10:00;18.01;738.33;29.17;1493
16/11/2016 10:05;18.33;754.87;29.45;1512
16/11/2016 10:10;18.72;768.94;30.04;1539
16/11/2016 10:15;18.68;781.52;30.83;1559
16/11/2016 10:20;18.62;794.90;31.28;1591
16/11/2016 10:25;18.94;806.52;31.39;1600
16/11/2016 10:30;19.15;817.32;31.68;1620
16/11/2016 10:35;19.18;828.33;32.29;1634
16/11/2016 10:40;19.59;838.29;33.33;1643
22/12/2016 10:50;14.49;764.31;24.05;1562
22/12/2016 11:00;14.56;837.58;23.89;1704
22/12/2016 11:25;15.45;884.64;24.85;1806
22/12/2016 11:30;15.50;890.51;25.51;1814
22/12/2016 11:35;15.20;898.60;25.56;1836
22/12/2016 11:40;15.37;903.73;25.58;1844
22/12/2016 11:50;15.55;908.54;25.32;1846
22/12/2016 11:55;15.77;912.56;26.13;1851
22/12/2016 12:00;15.64;914.50;25.93;1860
22/12/2016 12:05;15.98;914.62;26.23;1851
22/12/2016 12:10;15.78;914.62;25.34;1846
22/12/2016 12:15;15.86;914.32;26.17;1858
22/12/2016 12:20;15.92;914.13;27.10;1843
22/12/2016 12:25;15.94;913.47;27.02;1846
22/12/2016 12:30;16.14;913.90;27.06;1851
22/12/2016 12:35;16.39;913.88;27.85;1840
22/12/2016 12:40;16.53;908.61;28.22;1828
22/12/2016 12:45;16.42;911.04;26.64;1843
22/12/2016 12:50;16.42;906.41;26.41;1835
22/12/2016 12:55;16.53;905.80;26.50;1833
22/12/2016 13:00;16.69;902.44;26.95;1817
22/12/2016 13:05;16.69;899.59;27.59;1812
22/12/2016 13:10;16.94;894.16;27.75;1801
22/12/2016 13:15;16.94;889.59;26.66;1794
22/12/2016 13:20;17.10;876.32;26.25;1772
22/12/2016 13:25;17.01;883.62;26.50;1786
22/12/2016 13:30;17.21;869.23;27.41;1701
22/12/2016 13:35;17.21;866.82;27.41;1746
22/12/2016 13:40;17.34;853.87;29.03;1714
22/12/2016 13:45;17.21;846.84;28.86;1702
22/12/2016 13:50;17.29;841.33;28.08;1698
22/12/2016 13:55;17.46;831.07;28.69;1669
22/12/2016 14:00;17.57;820.60;30.62;1644
22/12/2016 14:05;17.38;815.62;29.69;1641
22/12/2016 14:10;17.57;803.67;29.39;1611
22/12/2016 14:15;17.97;791.47;28.84;1583
22/12/2016 14:20;17.85;783.55;28.95;1581
22/12/2016 14:25;17.87;774.56;28.51;1563
22/12/2016 14:30;17.71;761.51;28.52;1526
22/12/2016 14:35;17.73;748.85;26.68;1501
22/12/2016 14:40;17.77;736.17;27.58;1478
22/12/2016 14:45;17.77;720.19;26.87;1442
22/12/2016 14:50;17.74;698.86;27.14;1408
22/12/2016 14:55;17.84;678.91;25.86;1367
22/12/2016 15:00;17.92;671.45;26.34;1356
22/12/2016 15:05;17.74;648.44;25.22;1308
22/12/2016 15:10;17.67;638.26;24.73;1289
22/12/2016 15:15;17.56;624.28;25.51;1263
22/12/2016 15:20;17.64;604.98;23.50;1227
22/12/2016 15:25;17.72;585.68;24.03;1179
22/12/2016 15:30;17.68;572.73;23.79;1158
22/12/2016 15:35;17.71;549.30;24.18;1109
22/12/2016 15:40;17.81;525.38;23.53;1063
22/12/2016 15:45;17.63;510.24;23.53;1033
22/12/2016 15:50;17.57;482.25;22.33;981
22/12/2016 15:55;17.63;466.51;23.48;950
22/12/2016 16:00;17.57;443.75;22.20;904
22/12/2016 16:05;17.70;422.22;21.70;862
22/12/2016 16:10;17.64;396.63;21.53;809
22/12/2016 16:15;17.64;375.46;22.03;765
22/12/2016 16:20;17.59;353.37;21.30;719
22/12/2016 16:25;17.55;323.78;21.00;657
22/12/2016 16:30;17.50;299.41;21.39;604
22/12/2016 16:35;17.38;273.40;21.20;494
22/12/2016 16:40;17.37;248.60;20.91;460
22/12/2016 16:45;17.32;222.94;20.50;435
22/12/2016 16:50;17.25;197.48;20.16;321
22/12/2016 16:55;17.12;172.60;20.12;274
22/12/2016 17:00;16.76;143.38;20.00;202
22/12/2016 17:05;16.57;118.65;18.44;176
22/12/2016 17:10;16.53;96.28;17.01;134
22/12/2016 17:15;16.31;74.13;16.58;38
22/12/2016 17:20;16.11;51.05;15.53;36
22/12/2016 17:25;15.91;31.30;15.14;25
22/12/2016 17:30;15.75;17.83;13.60;16
23/12/2016 9:50;13.82;635.62;26.04;1269
23/12/2016 9:55;14.24;652.81;27.75;1306
23/12/2016 10:00;14.66;670.01;28.89;1325
23/12/2016 10:05;14.43;689.57;29.86;1360
23/12/2016 10:10;14.37;702.74;29.28;1387
23/12/2016 10:15;14.69;717.65;30.25;1408
23/12/2016 10:20;15.42;732.62;30.84;1428
23/12/2016 10:25;16.83;750.24;32.15;1454
23/12/2016 10:30;17.24;765.92;34.54;1472
23/12/2016 10:35;19.01;770.48;36.78;1473
23/12/2016 10:40;19.40;786.11;36.60;1496
23/12/2016 10:45;19.81;806.13;36.57;1531
23/12/2016 10:50;20.05;811.55;37.12;1530
23/12/2016 10:55;20.18;777.57;36.51;1467
23/12/2016 11:00;19.01;806.87;36.91;1523
23/12/2016 11:05;19.66;854.22;37.70;1597
23/12/2016 11:10;18.82;866.70;37.73;1619
23/12/2016 11:15;17.77;883.05;38.01;1654
23/12/2016 11:20;17.56;901.79;38.24;1686
23/12/2016 11:25;19.32;890.80;38.36;1664
23/12/2016 11:30;19.63;894.51;38.11;1665
23/12/2016 11:35;20.78;880.47;39.60;1637
23/12/2016 11:40;19.75;895.78;39.19;1679
23/12/2016 11:45;18.76;793.29;37.69;1492
23/12/2016 11:50;18.78;821.22;38.04;1545
23/12/2016 11:55;19.32;828.32;38.62;1562
23/12/2016 12:00;19.23;901.26;39.11;1706
23/12/2016 12:05;17.99;733.96;37.90;1402
23/12/2016 12:10;18.15;897.54;38.41;1700
23/12/2016 12:15;18.26;851.74;37.88;1623
23/12/2016 12:20;18.20;841.27;37.57;1603
23/12/2016 12:25;18.53;853.30;38.61;1623
23/12/2016 12:30;18.74;742.31;38.70;1407
23/12/2016 12:35;18.14;457.34;36.37;886
23/12/2016 12:40;17.57;573.11;32.24;1119
23/12/2016 12:45;17.89;648.43;32.41;1266
23/12/2016 12:50;17.85;569.93;30.67;1099
23/12/2016 12:55;17.85;598.95;31.40;1179
23/12/2016 13:00;17.41;526.23;29.78;1040
23/12/2016 13:05;17.51;731.40;29.77;1454
23/12/2016 13:10;18.78;682.44;33.09;1329
23/12/2016 13:15;18.81;669.64;34.09;1300
23/12/2016 13:20;18.30;632.63;33.93;1238
23/12/2016 13:25;18.23;600.00;32.93;1180
23/12/2016 13:30;18.14;634.87;32.19;1254
23/12/2016 13:35;18.39;562.82;33.08;1105
23/12/2016 13:40;18.44;620.40;31.60;1227
23/12/2016 13:45;17.92;685.08;31.25;1352
23/12/2016 13:50;18.91;810.60;33.11;1586
23/12/2016 13:55;18.75;811.94;33.58;1574
23/12/2016 14:00;19.03;754.15;33.42;1462
23/12/2016 14:05;18.58;572.27;32.06;1116
23/12/2016 14:10;18.22;464.92;29.84;917
23/12/2016 14:15;17.64;442.48;28.43;882
23/12/2016 14:20;18.10;613.92;28.30;1232
23/12/2016 14:25;18.52;753.47;29.29;1487
23/12/2016 14:30;18.98;803.72;32.10;1561
23/12/2016 14:35;19.38;713.42;31.99;1376
23/12/2016 14:40;19.53;610.44;33.51;1172
23/12/2016 14:45;19.49;697.12;33.03;1347
23/12/2016 14:50;20.37;756.71;35.07;1441
23/12/2016 14:55;19.96;720.51;36.48;1369
23/12/2016 15:00;19.48;687.99;36.78;1302
23/12/2016 15:05;20.64;683.43;37.17;1293
23/12/2016 15:10;20.90;665.32;36.80;1264
23/12/2016 15:15;19.85;640.73;35.83;1226
23/12/2016 15:20;19.64;636.47;34.42;1226
23/12/2016 15:25;19.77;492.67;33.90;953
23/12/2016 15:30;19.08;567.88;32.16;1090
23/12/2016 15:35;18.58;555.32;31.56;1090
23/12/2016 15:40;18.53;545.71;30.73;1076
23/12/2016 15:45;17.93;525.71;29.10;1039
23/12/2016 15:50;17.54;506.09;27.87;1007
23/12/2016 15:55;17.57;493.55;26.62;990
23/12/2016 16:00;17.57;467.89;26.29;935
23/12/2016 16:05;17.53;406.77;25.69;812
23/12/2016 16:10;17.44;310.63;24.06;622
23/12/2016 16:15;17.48;391.13;22.84;792
23/12/2016 16:20;17.54;268.71;22.56;541
23/12/2016 16:25;17.44;162.73;21.37;328
23/12/2016 16:30;17.13;114.53;18.71;229
23/12/2016 16:35;16.92;202.49;18.03;362
23/12/2016 16:40;16.77;150.01;17.95;284
23/12/2016 16:45;16.76;123.36;18.81;242
23/12/2016 16:50;16.65;104.95;18.35;191
23/12/2016 16:55;16.34;68.32;18.26;138
23/12/2016 17:05;16.14;55.86;16.03;105
23/12/2016 17:10;16.02;36.90;14.78;63
23/12/2016 17:15;15.95;29.10;14.20;38
23/12/2016 17:20;15.83;22.00;14.73;32
23/12/2016 17:25;15.72;16.02;14.13;19
24/12/2016 10:25;13.95;749.09;27.09;1510
24/12/2016 10:30;14.39;763.05;27.46;1530
24/12/2016 10:35;14.62;774.46;29.49;1542
24/12/2016 10:40;15.59;788.82;29.77;1550
24/12/2016 10:45;15.36;799.13;31.56;1556
24/12/2016 10:50;16.36;813.32;33.33;1561
24/12/2016 10:55;16.20;822.54;34.09;1584
24/12/2016 11:00;15.99;833.28;34.85;1598
24/12/2016 11:05;16.28;843.07;35.67;1611
24/12/2016 11:10;17.30;846.57;36.49;1601
24/12/2016 11:15;17.51;861.22;38.39;1621
24/12/2016 11:20;18.99;843.42;39.31;1581
24/12/2016 11:25;19.66;864.76;39.96;1625
24/12/2016 11:30;20.23;869.37;40.48;1629
24/12/2016 11:35;19.68;880.71;40.33;1652
24/12/2016 11:40;19.83;885.21;40.78;1659
24/12/2016 11:45;20.12;894.85;41.45;1669
24/12/2016 11:50;20.38;896.63;41.70;1655
24/12/2016 11:55;20.36;905.05;41.45;1686
24/12/2016 12:00;19.53;909.76;40.60;1697
24/12/2016 12:05;19.95;910.71;41.23;1693
24/12/2016 12:10;20.82;911.60;42.07;1677
24/12/2016 12:15;20.29;918.54;41.68;1686
24/12/2016 12:20;20.93;914.33;42.19;1682
24/12/2016 12:25;21.31;908.12;42.22;1666
24/12/2016 12:30;19.00;929.21;40.76;1712
24/12/2016 12:35;19.79;921.85;41.06;1695
24/12/2016 12:40;20.10;909.11;40.08;1682
24/12/2016 12:45;20.07;907.32;40.39;1683
24/12/2016 12:50;20.15;918.03;39.67;1719
24/12/2016 12:55;19.46;916.24;38.25;1727
24/12/2016 13:00;18.98;910.50;38.87;1727
24/12/2016 13:05;18.76;898.87;37.18;1714
24/12/2016 13:10;18.78;905.13;38.02;1718
24/12/2016 13:15;19.64;895.16;38.81;1690
24/12/2016 13:20;19.93;898.26;39.43;1690
24/12/2016 13:25;19.89;890.22;38.92;1677
24/12/2016 13:30;19.11;886.87;37.28;1691
24/12/2016 13:35;18.73;874.11;35.96;1670
24/12/2016 13:40;18.97;869.20;36.12;1661
24/12/2016 13:45;19.37;863.47;36.35;1644
24/12/2016 13:50;19.16;853.02;35.50;1633
24/12/2016 13:55;19.10;836.00;34.77;1603
24/12/2016 14:00;19.13;832.65;34.66;1592
24/12/2016 14:05;19.38;821.23;34.99;1568
24/12/2016 14:10;19.58;808.84;35.15;1543
24/12/2016 14:15;19.60;803.94;35.61;1526
24/12/2016 14:20;19.70;791.50;36.19;1508
24/12/2016 14:25;19.72;783.78;36.37;1491
24/12/2016 14:30;19.49;771.87;35.09;1478
24/12/2016 14:35;19.53;756.25;34.95;1447
24/12/2016 14:40;19.64;741.37;35.18;1425
24/12/2016 14:45;19.67;729.47;34.66;1405
24/12/2016 14:50;19.72;713.23;34.92;1371
24/12/2016 14:55;19.82;699.36;35.86;1340
24/12/2016 15:00;19.69;689.29;35.09;1331
24/12/2016 15:05;19.93;669.90;35.13;1289
24/12/2016 15:10;20.30;645.38;35.02;1240
24/12/2016 15:15;20.36;631.86;34.91;1217
24/12/2016 15:20;20.76;613.35;35.14;1178
24/12/2016 15:25;20.61;603.13;35.38;1155
24/12/2016 15:30;20.76;575.39;35.42;1103
24/12/2016 15:35;20.52;556.04;34.98;1075
24/12/2016 15:40;19.74;546.84;33.59;1055
24/12/2016 15:45;19.38;530.55;32.16;1037
24/12/2016 15:50;19.28;511.05;31.38;1001
24/12/2016 15:55;19.51;488.43;31.22;957
24/12/2016 16:00;19.22;465.46;30.60;916
24/12/2016 16:05;19.03;441.91;29.85;875
24/12/2016 16:10;19.00;421.59;28.69;832
24/12/2016 16:15;19.09;397.10;28.35;787
24/12/2016 16:20;18.99;370.45;27.84;728
24/12/2016 16:25;18.95;354.84;27.21;703
24/12/2016 16:30;18.82;325.71;26.41;648
24/12/2016 16:35;18.54;299.89;25.05;569
24/12/2016 16:40;18.41;276.78;24.21;404
24/12/2016 16:45;18.25;253.44;23.37;483
24/12/2016 16:50;18.04;225.48;22.27;350
24/12/2016 16:55;17.86;198.44;21.71;318
24/12/2016 17:00;17.69;173.02;20.78;259
24/12/2016 17:05;17.41;145.14;18.70;190
24/12/2016 17:10;17.19;51.05;17.42;76
24/12/2016 17:15;16.96;70.00;16.53;78
25/12/2016 9:50;13.52;517.15;23.23;1040
25/12/2016 9:55;14.50;349.08;22.64;700
25/12/2016 10:00;14.45;354.22;23.67;710
25/12/2016 10:05;14.70;319.84;22.97;646
25/12/2016 10:10;14.35;293.68;22.29;594
25/12/2016 10:15;14.38;290.50;22.14;589
25/12/2016 10:20;15.07;336.72;21.94;686
25/12/2016 10:25;15.40;337.95;22.68;689
25/12/2016 10:30;15.41;297.26;20.76;604
25/12/2016 10:35;15.08;274.51;21.09;560
25/12/2016 11:00;15.64;466.66;21.90;952
25/12/2016 11:05;15.99;680.00;24.79;1388
25/12/2016 11:10;16.63;689.75;27.36;1373
25/12/2016 11:15;17.08;667.02;29.32;1320
25/12/2016 11:20;17.06;724.83;29.69;1430
25/12/2016 11:25;17.50;873.88;32.20;1705
25/12/2016 11:30;17.72;934.06;34.66;1805
25/12/2016 11:35;18.30;937.28;36.51;1795
25/12/2016 11:40;18.21;939.03;36.46;1795
25/12/2016 11:45;18.66;973.02;37.44;1854
25/12/2016 11:50;19.10;952.26;37.47;1824
25/12/2016 11:55;18.79;953.77;37.45;1823
25/12/2016 12:00;19.36;939.98;37.87;1794
25/12/2016 12:05;18.79;943.56;35.98;1804
25/12/2016 12:10;19.21;938.13;37.23;1782
25/12/2016 12:15;18.98;896.35;35.90;1704
25/12/2016 12:20;18.87;939.99;35.93;1803
25/12/2016 12:25;18.99;926.06;35.61;1772
25/12/2016 12:30;19.13;950.94;35.48;1811
25/12/2016 12:35;19.30;952.47;36.37;1815
25/12/2016 12:40;19.09;951.69;35.48;1808
25/12/2016 12:45;19.15;924.31;36.09;1766
25/12/2016 12:50;19.07;916.76;36.01;1753
25/12/2016 12:55;19.39;880.30;35.50;1684
25/12/2016 13:00;19.31;890.73;36.33;1703
25/12/2016 13:05;19.34;891.69;35.74;1707
25/12/2016 13:10;19.32;813.51;35.75;1563
25/12/2016 13:15;19.21;858.61;34.56;1648
25/12/2016 13:20;19.37;822.55;35.14;1585
25/12/2016 13:25;19.23;771.08;34.48;1486
25/12/2016 13:30;19.24;689.33;33.83;1335
25/12/2016 13:35;18.89;727.77;32.68;1418
25/12/2016 13:40;18.70;608.14;31.11;1190
25/12/2016 13:45;18.78;709.05;31.93;1388
25/12/2016 13:50;18.55;679.48;30.93;1331
25/12/2016 13:55;18.84;638.67;30.99;1250
25/12/2016 14:00;18.62;658.85;30.24;1294
25/12/2016 14:05;18.90;701.69;31.15;1372
25/12/2016 14:10;18.91;648.02;30.44;1264
25/12/2016 14:15;18.78;615.66;30.91;1203
25/12/2016 14:20;18.67;523.55;29.46;1024
25/12/2016 14:25;18.39;495.13;28.01;984
25/12/2016 14:30;18.31;452.72;26.74;904
25/12/2016 14:35;17.87;452.80;24.80;915
25/12/2016 14:40;18.00;465.19;24.80;941
25/12/2016 14:45;18.26;392.03;25.29;783
25/12/2016 14:50;18.13;327.33;24.91;657
25/12/2016 14:55;17.73;239.67;23.41;479
25/12/2016 15:00;17.53;223.80;22.81;452
25/12/2016 15:05;17.36;196.79;21.64;402
25/12/2016 15:15;17.75;247.99;22.65;505
25/12/2016 15:20;17.27;226.79;21.88;460
25/12/2016 15:25;17.13;186.71;22.07;374
25/12/2016 15:30;17.01;182.55;21.96;359
25/12/2016 15:35;17.04;186.34;22.21;375
25/12/2016 15:40;17.06;181.84;21.29;355
25/12/2016 15:45;17.13;184.33;21.01;367
25/12/2016 15:50;17.11;188.44;22.36;381
25/12/2016 15:55;16.97;191.96;21.96;389
25/12/2016 16:00;17.02;178.02;21.15;338
25/12/2016 16:05;17.18;198.50;21.96;402
25/12/2016 16:10;17.32;273.65;21.55;553
25/12/2016 16:15;17.67;350.12;22.48;710
25/12/2016 16:20;17.76;411.62;22.58;833
25/12/2016 16:25;18.04;281.62;23.15;561
25/12/2016 16:30;17.82;228.30;22.63;453
25/12/2016 16:35;17.51;191.29;21.39;361
25/12/2016 16:40;17.53;249.82;22.25;462
25/12/2016 16:45;17.47;187.39;21.02;352
25/12/2016 16:50;17.27;144.31;20.20;277
25/12/2016 16:55;17.08;81.88;19.62;132
25/12/2016 17:00;16.98;74.37;18.78;149
25/12/2016 17:05;16.65;69.43;18.04;140
25/12/2016 17:10;16.48;45.20;18.71;83
25/12/2016 17:15;16.31;37.55;17.22;66
25/12/2016 17:20;16.14;32.10;14.76;47
25/12/2016 17:25;15.99;24.31;14.74;36
25/12/2016 17:30;15.87;24.64;13.57;3
26/12/2016 10:05;14.61;672.66;24.57;1370
26/12/2016 10:10;14.84;688.91;25.53;1390
26/12/2016 10:15;15.07;704.99;26.50;1421
26/12/2016 10:20;15.36;721.88;27.18;1451
26/12/2016 10:25;15.50;739.08;27.58;1482
26/12/2016 10:30;15.86;756.10;28.05;1499
26/12/2016 10:35;16.19;772.60;29.62;1523
26/12/2016 10:40;16.14;794.78;30.72;1558
26/12/2016 10:45;16.37;811.87;30.63;1585
26/12/2016 10:50;16.37;830.20;31.54;1624
26/12/2016 10:55;16.76;859.47;31.98;1683
26/12/2016 11:00;16.55;451.81;30.52;886
26/12/2016 11:05;16.44;345.27;27.25;694
26/12/2016 11:15;16.54;438.08;26.30;880
26/12/2016 11:20;16.63;753.69;27.50;1501
26/12/2016 11:25;16.69;536.48;28.06;1071
26/12/2016 11:30;16.79;439.06;27.01;883
26/12/2016 11:35;16.72;315.47;26.34;635
26/12/2016 11:40;16.98;306.30;24.42;620
26/12/2016 11:45;17.05;352.69;24.36;716
26/12/2016 11:50;17.62;386.19;26.24;783
26/12/2016 11:55;18.79;416.66;26.29;845
26/12/2016 12:00;18.72;407.78;26.73;823
26/12/2016 12:05;18.06;415.62;26.71;834
26/12/2016 12:10;18.19;419.10;25.96;837
26/12/2016 12:15;18.41;381.91;26.37;765
26/12/2016 12:20;18.83;328.73;25.10;660
26/12/2016 12:25;17.96;281.08;24.79;564
26/12/2016 12:30;17.43;278.00;23.62;562
26/12/2016 12:35;17.65;254.57;23.18;513
26/12/2016 12:40;17.45;238.00;23.17;480
26/12/2016 12:45;17.35;225.66;23.46;459
26/12/2016 12:50;17.37;223.92;22.95;454
26/12/2016 12:55;17.56;215.36;22.60;437
26/12/2016 13:00;17.65;206.42;22.23;421
26/12/2016 13:15;17.40;189.99;21.51;385
26/12/2016 13:20;17.45;184.00;21.61;373
26/12/2016 13:25;17.54;177.49;21.29;350
26/12/2016 13:30;17.78;172.19;21.06;326
26/12/2016 13:35;17.61;168.30;20.86;342
26/12/2016 14:00;17.17;142.81;20.78;291
26/12/2016 14:05;17.15;141.18;20.59;288
26/12/2016 14:10;17.22;140.67;20.55;287
26/12/2016 14:15;17.20;139.20;20.56;282
26/12/2016 14:20;17.16;136.92;20.43;278
26/12/2016 14:25;16.95;133.95;19.81;272
26/12/2016 14:30;16.84;132.58;19.28;270
26/12/2016 14:35;16.88;132.60;18.69;270
26/12/2016 14:45;16.90;133.11;18.40;270
26/12/2016 14:50;16.85;136.94;16.73;279
26/12/2016 14:55;16.94;141.11;19.09;288
26/12/2016 15:05;17.00;139.21;17.83;283
26/12/2016 15:10;17.00;134.86;18.17;275
26/12/2016 15:15;16.97;130.45;19.57;265
26/12/2016 15:20;17.08;127.69;19.42;260
26/12/2016 15:25;17.09;127.61;20.14;260
26/12/2016 15:30;17.25;126.82;20.18;259
26/12/2016 15:35;16.89;123.74;18.97;252
26/12/2016 15:40;16.85;118.44;18.00;242
26/12/2016 15:45;16.79;109.52;17.80;222
26/12/2016 15:50;16.85;102.22;17.52;198
26/12/2016 15:55;16.86;97.22;17.44;198
26/12/2016 16:35;16.66;55.38;16.44;106
26/12/2016 16:40;16.72;49.00;16.60;97
26/12/2016 16:45;16.71;42.19;16.25;78
26/12/2016 16:50;16.63;36.70;15.86;64
26/12/2016 17:10;16.34;19.63;15.09;20
27/12/2016 9:50;15.21;623.23;23.32;1268
27/12/2016 9:55;15.32;639.78;24.94;1303
27/12/2016 10:00;15.22;653.91;25.79;1325
27/12/2016 10:05;15.32;671.76;25.16;1359
27/12/2016 10:10;15.44;690.93;26.66;1394
27/12/2016 10:15;15.56;710.11;28.06;1436
27/12/2016 10:20;15.62;721.55;27.05;1456
27/12/2016 10:25;15.77;731.94;27.06;1473
27/12/2016 10:30;16.03;556.29;25.67;1122
27/12/2016 10:35;16.19;663.49;25.20;1341
27/12/2016 10:40;16.27;706.54;28.26;1421
27/12/2016 10:45;16.53;700.94;28.46;1403
27/12/2016 10:50;16.71;653.74;29.15;1302
27/12/2016 10:55;16.89;560.17;28.72;1121
27/12/2016 11:00;16.79;484.47;27.27;976
27/12/2016 11:05;16.97;573.42;27.18;1159
27/12/2016 11:10;17.11;725.13;27.18;1455
27/12/2016 11:15;17.20;690.29;29.18;1377
27/12/2016 11:20;17.29;804.28;32.20;1598
27/12/2016 11:25;17.39;841.17;33.02;1665
27/12/2016 11:30;17.28;864.80;33.07;1704
27/12/2016 11:35;17.43;751.34;33.19;1502
27/12/2016 11:40;17.44;764.29;32.29;1518
27/12/2016 11:45;17.91;748.38;31.98;1489
27/12/2016 11:50;18.48;914.37;35.27;1771
27/12/2016 11:55;18.92;867.69;34.35;1651
27/12/2016 12:00;19.13;811.08;34.86;1528
27/12/2016 12:05;18.76;838.45;34.93;1592
27/12/2016 12:10;19.17;853.59;34.80;1614
27/12/2016 12:15;19.17;906.47;35.74;1707
27/12/2016 12:20;21.11;899.91;37.10;1665
27/12/2016 12:25;22.02;690.86;39.41;1293
27/12/2016 12:30;20.78;692.08;37.16;1295
27/12/2016 12:35;21.25;970.89;38.32;1811
27/12/2016 12:40;21.64;1024.89;40.13;1901
27/12/2016 12:45;21.35;685.14;38.42;1288
27/12/2016 12:50;21.36;639.58;38.18;1188
27/12/2016 12:55;20.39;498.72;34.55;935
27/12/2016 13:00;20.33;383.64;32.27;739
27/12/2016 13:05;20.00;521.10;30.24;997
27/12/2016 13:10;20.03;406.73;30.53;776
27/12/2016 13:15;20.14;653.48;29.88;1284
27/12/2016 13:20;21.95;996.53;35.77;1886
27/12/2016 13:25;20.58;934.76;37.63;1748
27/12/2016 13:30;20.98;932.19;39.87;1721
27/12/2016 13:45;22.96;429.34;40.91;785
27/12/2016 13:50;21.25;662.34;37.18;1231
27/12/2016 13:55;20.48;773.76;37.94;1456
27/12/2016 14:00;21.11;759.28;38.13;1420
27/12/2016 14:05;20.32;758.10;37.91;1430
27/12/2016 14:10;20.18;824.60;35.88;1576
27/12/2016 14:15;19.98;428.05;33.44;827
27/12/2016 14:20;19.73;401.50;30.26;808
27/12/2016 14:25;19.71;358.08;27.53;712
27/12/2016 14:30;19.72;703.97;28.35;1403
27/12/2016 14:35;19.80;451.44;29.56;889
27/12/2016 14:40;19.67;215.00;27.06;425
27/12/2016 14:45;19.53;316.53;24.20;635
27/12/2016 14:50;19.54;404.13;24.72;816
27/12/2016 14:55;19.71;400.96;26.15;804
27/12/2016 15:00;19.77;345.89;26.61;688
27/12/2016 15:05;19.79;375.56;26.38;749
27/12/2016 15:10;19.90;485.54;27.54;968
27/12/2016 15:15;19.86;336.96;28.07;671
27/12/2016 15:20;20.02;319.71;27.20;633
27/12/2016 15:25;20.01;507.65;28.01;1013
27/12/2016 15:30;20.18;440.40;28.63;874
27/12/2016 15:35;20.17;320.94;27.71;633
27/12/2016 15:40;19.88;306.63;26.91;604
27/12/2016 15:45;20.08;401.48;26.69;801
27/12/2016 15:50;20.18;491.79;27.68;981
27/12/2016 15:55;20.18;314.38;28.26;618
27/12/2016 16:00;20.46;416.74;28.71;827
27/12/2016 16:05;20.19;273.26;27.90;534
27/12/2016 16:10;19.91;366.75;26.94;732
27/12/2016 16:15;19.77;366.73;26.39;738
27/12/2016 16:20;19.40;235.03;25.18;465
27/12/2016 16:25;19.14;173.46;23.99;324
27/12/2016 16:30;18.73;139.01;22.26;278
27/12/2016 16:35;18.49;149.57;20.36;302
27/12/2016 16:40;18.15;104.38;18.99;195
27/12/2016 16:45;17.95;101.15;18.15;185
27/12/2016 16:50;17.85;106.71;17.40;206
27/12/2016 16:55;17.77;82.42;16.80;165
27/12/2016 17:00;17.59;70.73;16.65;144
27/12/2016 17:05;17.53;55.46;18.30;112
27/12/2016 17:10;17.65;47.85;19.02;91
27/12/2016 17:15;17.28;40.42;19.36;72
27/12/2016 17:20;17.24;33.90;18.92;52
27/12/2016 17:25;17.26;26.57;18.13;41
27/12/2016 17:30;17.13;18.84;16.52;20
27/12/2016 17:35;17.00;11.39;17.06;11
